id;subtopic_id;subject_id;class;question;option_a;option_a_explanation;option_b;option_b_explanation;option_c;option_c_explanation;option_d;option_d_explanation;answer;additional_notes;created_at;updated_at;user_id;question_level;question_type
5670;2483;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/e831e7af67cd0e06d71b2c154af4e90c124875e3.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/13e258daaeaa5ee84ba28bd028b0a38107c17ff0.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/2c2d5c1a59316123f7428bccc4f9472269abd8c6.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d606d7cda62046edc5add50a424294e95f39d7dc.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/6cdff628c0f654818d8fd30a4a2c455cc38f6772.png""></figure>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/304f22f2e938b9a6381fa448172029f63304e05e.png""></figure>";2021-01-07 08:44:26;2021-01-07 08:44:26;;L;
5671;2483;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7806f24f9f46cdb2478fc925289a6b309014f3d5.png""></figure>";<p>891000g</p>;;<p>8910g</p>;;<p>891kg</p>;;<p>8910kg</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/adc956ca918741fbb21afaf116cb0330392b03b1.png""></figure>";2021-01-07 08:46:12;2021-01-07 08:46:12;;L;
5672;2484;8;9;<p>How many seconds are there in 4 hours?</p>;<p>144 seconds</p>;;<p>1440 seconds</p>;;<p>1400 seconds</p>;;<p>14400 seconds</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d2088a8dba70f77a081f3be12c36c21c06689cb2.png""></figure>";2021-01-07 08:55:00;2021-01-07 08:55:00;;L;
5673;2484;8;9;"<p>How many hours, minutes, and seconds are there in 8740 seconds?</p>";<p>2hrs 65 min 00 sec</p>;;<p>2hrs 145 min 40 sec</p>;;<p>2hrs 25 min 40 sec</p>;;<p>2hrs 25 min</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/fa721fbbfc85bf0c136d21cb720348a80f3006f8.png""></figure>";2021-01-07 09:00:42;2021-01-07 09:00:42;;L;
5674;2484;8;9;<p>Find the number of days in 28 weeks</p>;<p>196 days</p>;;<p>4 days</p>;;<p>200 days</p>;;<p>196 months</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7cb20e85f0c3c3a04a5bf29044d76c26667fbce9.png""></figure>";2021-01-07 09:02:32;2021-01-07 09:02:32;;L;
5675;2484;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c29a3f51242afa38e4244425193b2b576650dda4.png""></figure>";<p>42 h</p>;;<p>24 h</p>;;<p>36 h</p>;;<p>26 h</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/8ed4a7192dd1629c639e209554f8d69868499bef.png""></figure>";2021-01-07 09:06:18;2021-01-07 09:06:18;;L;
5676;2484;8;9;<p>Convert the following times to a 24 hour clock system:<strong> 8:35 a.m.</strong></p>;<p>835h</p>;;<p>8:35 a.m.</p>;;<p>0835h</p>;;<p>2035h</p>;;2;"<p>Solution&nbsp;</p><p>When the time is in a.m. we add zero and write as follows: <strong>0835h</strong></p>";2021-01-07 09:08:29;2021-01-07 09:08:29;;L;
5677;2484;8;9;<p>Convert the following time to 24 hour clock system: <strong>10:13 p.m</strong>.</p>;<p>1013 h</p>;;<p>2213 h</p>;;<p>22: 13 p.m.</p>;;<p>10:13 p.m.</p>;;2;"<p>Solution&nbsp;</p><p>When time is in p.m. and we want to change to 24 hour clock system we add 12h and write as follows</p><p><strong>2213h</strong></p>";2021-01-07 09:16:11;2021-01-07 09:16:11;;L;
5678;2484;8;9;<p>Convert 1550 h to 12 hour clock system</p>;<p>1550 h</p>;;<p>15:50 p.m.</p>;;<p>3:50 p.m.</p>;;<p>350 p.m.</p>;;3;"<p>Solution&nbsp;</p><p>To change into 12 hour clock system we subtract 12 hours and we obtain&nbsp;</p><p><strong>3:50 p.m.</strong></p>";2021-01-07 09:17:47;2021-01-07 09:17:47;;L;
5679;2484;8;9;<p>Convert 0200h to 12 hour clock system</p>;<p>0200 a.m.</p>;;<p>2:00 a.m.</p>;;<p>2:00 p.m</p>;;<p>1400h</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f5e0465c579af233e346dd07f7b9074f784ea4a1.png""></figure>";2021-01-07 09:19:02;2021-01-07 09:19:02;;L;
5680;2484;8;9;"<p>Use table below to find how long it takes for the cargo train to travel between Nakuru to eldoret.</p><p>Table 1 shows a travel timetable for a cargo train from Nairobi to Bungoma.&nbsp;</p><figure class=""table""><table><tbody><tr><td rowspan=""2"">Station&nbsp;</td><td colspan=""2"">Cargo train</td></tr><tr><td>Arrival</td><td>Departure</td></tr><tr><td>Nairobi</td><td>&nbsp;</td><td>1700h</td></tr><tr><td>Naivasha</td><td>1910h</td><td>1920h</td></tr><tr><td>Nakuru</td><td>2120h</td><td>2140h</td></tr><tr><td>Timboroa</td><td>0130h</td><td>0135h</td></tr><tr><td>Eldoret</td><td>0305h</td><td>0320h</td></tr><tr><td>Webuye&nbsp;</td><td>0430h</td><td>0450h</td></tr><tr><td>Bungoma</td><td>0550h</td><td>&nbsp;</td></tr></tbody></table></figure>";<p>5h 25 mins</p>;;<p>4h 25 mins</p>;;<p>5h:25 mins</p>;;<p>6h 25 mins</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/520612d772e269f0b83d8eaf7cf79943f240701c.png""></figure>";2021-01-07 09:23:43;2021-01-07 09:23:43;;L;
5681;2485;8;9;"<p>Solve the following equation&nbsp;</p><p>a+3=7</p>";<p>3</p>;;<p>4</p>;;<p>10</p>;;<p>5</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/4a88e2e3ba9e07f88f600f87bdfb2f537b5fc2f7.png""></figure>";2021-01-08 08:45:36;2021-01-08 08:45:36;;L;
5682;2485;8;9;<p>Solve the following equation<br>5x-1=9</p>;<p>2</p>;;<p>1.6</p>;;<p>5</p>;;<p>3</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/8a41a0d9d601a6dee6f7901bad4550c5656206f0.png""></figure>";2021-01-08 08:49:43;2021-01-08 08:49:43;;L;
5683;2485;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/1d7adb2dace1b372058b0f9d932d44c6262efed0.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/8538ac835b9e31f6d92cca56f744e0109e71e558.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c95795c1e8319ee202d058027fea33cefe8984b6.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/bc5bced897b503cc37f754b47c3ecabd627aebcd.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/2bd99c3bc7e7e0b614e6177c4c855ae8c670eaee.png""></figure>";;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/365b832c056b11018b33d151b24abb0ce3098c2a.png""></figure>";2021-01-08 08:51:55;2021-01-08 08:51:55;;L;
5684;2485;8;9;<p>Find two consecutive integers whose sum is 63</p>;"<p>29, 34</p>";;"<p>30,33</p>";;"<p>31,32</p>";;"<p>28,35</p>";;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/666a8987a6500c0e18463e10b690b7c574ce3731.png""></figure>";2021-01-08 08:53:22;2021-01-08 08:53:22;;L;
5685;2485;8;9;"<p>Edward is 52 years old. In three years’ time, he will be five times as old as Abigail. How old is Abigail?</p>";<p>11</p>;;<p>55</p>;;<p>8</p>;;<p>4</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/3805f895cf6be528ff3d1ed9f2f4bc1f7c1370b5.png""></figure>";2021-01-08 08:56:11;2021-01-08 08:56:11;;L;
5686;2485;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/ffbca0fed9e264ea5426f3c4fe81124934ee2653.png""></figure>";<p>10</p>;;<p>6</p>;;<p>5</p>;;<p>4</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/56943ea6d3c80bd6e049069965235219b9548066.png""></figure>";2021-01-08 08:57:50;2021-01-08 08:57:50;;L;
5687;2485;8;9;<p>Solve the following simultaneous equations by elimination</p><p>3x+2y=8</p><p>x-4y=5</p>;"<p>x=2, y=2</p>";;"<p>x=4, y=3</p>";;"<p>x=3, y=-0.5</p>";;"<p>x=0.5, y=2</p>";;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f16fec1f94c150a505912956d11bff7f8e22832e.png""></figure>";2021-01-08 09:00:07;2021-01-08 09:00:07;;L;
5688;2485;8;9;<p>Solve the following simultaneous equations by elimination</p><p>4x+3y=4</p><p>y-2x=8</p>;"<p>x=2, y=4</p>";;"<p>x=4, y=4</p>";;"<p>x=3, y=-0.5</p>";;"<p>x=-2, y=4</p>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c5426ece35a109d4c5897c20631c13626a4c1836.png""></figure>";2021-01-08 09:04:11;2021-01-08 09:04:11;;L;
5689;2485;8;9;<p>Solve the following simultaneous equation by substitution</p><p>2x+y=12</p><p>x-y=3</p>;"<p>x=5, y=2</p>";;"<p>x=4, y=5</p>";;"<p>x=3, y=2</p>";;"<p>x=-2, y=4</p>";;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f46588606526e5a16159cf11f7d4ee182080a2c4.png""></figure>";2021-01-08 09:05:42;2021-01-08 09:05:42;;L;
5690;2485;8;9;<p>Solve the following simultaneous equation by substitution</p><p>x+2y=7</p><p>x-y=1</p>;"<p>x=1, y=2</p>";;"<p>x=2, y=3</p>";;"<p>x=3, y=2</p>";;"<p>x=4, y=1</p>";;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/35c3a7af03559a324d81569c4206fef2b93835f2.png""></figure>";2021-01-08 09:07:49;2021-01-08 09:07:49;;L;
5691;2486;8;9;"<p>Use the table below to convert ksh 894800 to US Dollars.</p><figure class=""table""><table><tbody><tr><td>Currency</td><td>Mean rate (ksh)</td></tr><tr><td>1 US Dollar (US$)</td><td>89.48</td></tr><tr><td>1 sterling pound (UK£)</td><td>144.27</td></tr><tr><td>1 Euro (€)</td><td>126.85</td></tr><tr><td>100 Japanese Yen (¥)</td><td>113.18</td></tr><tr><td>1 Ksh/Ush</td><td>28.89</td></tr><tr><td>1 Ksh/Tsh</td><td>17.49</td></tr></tbody></table></figure>";<p>US$ 10000</p>;;<p>US$ 100000</p>;;<p>US$ 100</p>;;<p>US$ 1000</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/482af3bd02665897c878a9469fca96b0b438b582.png""></figure>";2021-01-12 03:33:55;2021-01-12 03:33:55;;L;
5692;2486;8;9;"<p>Use the table below to convert UK£ 100000 to Ksh</p><figure class=""table""><table><tbody><tr><td>Currency</td><td>Mean rate (ksh)</td></tr><tr><td>1 US Dollar (US$)</td><td>89.48</td></tr><tr><td>1 sterling pound (UK£)</td><td>144.27</td></tr><tr><td>1 Euro (€)</td><td>126.85</td></tr><tr><td>100 Japanese Yen (¥)</td><td>113.18</td></tr><tr><td>1 Ksh/Ush</td><td>28.89</td></tr><tr><td>1 Ksh/Tsh</td><td>17.49</td></tr></tbody></table></figure>";<p>Ksh 0.0014427</p>;;<p>Ksh 0.000014427</p>;;<p>Ksh 14427000</p>;;<p>Ksh 14427</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/92ea3e39fb550c98f7e7f2994c60481996a3b4fa.png""></figure>";2021-01-12 03:39:52;2021-01-12 03:39:52;;L;
5693;2486;8;9;"<p>Use the table below to convert UK£ 1000 to US Dollars</p><figure class=""table""><table><tbody><tr><td>Currency</td><td>Mean rate (ksh)</td></tr><tr><td>1 US Dollar (US$)</td><td>89.48</td></tr><tr><td>1 sterling pound (UK£)</td><td>144.27</td></tr><tr><td>1 Euro (€)</td><td>126.85</td></tr><tr><td>100 Japanese Yen (¥)</td><td>113.18</td></tr><tr><td>1 Ksh/Ush</td><td>28.89</td></tr><tr><td>1 Ksh/Tsh</td><td>17.49</td></tr></tbody></table></figure>";<p>US$ 161230</p>;;<p>US$ 16.13</p>;;<p>US$ 1612.30</p>;;<p>US$ 1612.30</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/67b87ad3ac06e066c0bbc1daa557106683833726.png""></figure>";2021-01-12 03:42:33;2021-01-12 03:42:33;;L;
5694;2486;8;9;"<p>Consider the table below</p><figure class=""table""><table><tbody><tr><td colspan=""2"">&nbsp;</td><td>€</td><td>US $</td><td>100¥</td></tr><tr><td rowspan=""2"">Central bank</td><td>Buying</td><td>127.12</td><td>89.50</td><td>113.07</td></tr><tr><td>Selling</td><td>127.58</td><td>89.70</td><td>114.24</td></tr></tbody></table></figure><p>A tourist from the USA visited Kenya for a three-day tour. He had 15430 US Dollars which he converted to Kenya Shillings at Central Bank using the rates shown in the above table. While in Kenya, he spent Ksh 150000 on food, Ksh 500,000 on transport and Ksh 190000 on accommodation. He changed the balance back to Japanese Yen at the same bank. How much money to the nearest Yen did he receive?</p>";<p>¥ 98167200</p>;;<p>¥ 981.672</p>;;<p>¥ 981672</p>;;<p>¥ 98.1672</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/dc88b89886d40682587427e958ecb48ad7fe577d.png""></figure>";2021-01-12 03:44:52;2021-01-12 03:44:52;;L;
5695;2486;8;9;"<p>A trader buys goods for sh. 300 and sells them for sh. 360. Calculate the percentage profit.&nbsp;</p>";<p>20%</p>;;<p>25%</p>;;<p>30%</p>;;<p>10%</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/4850fd4374aae70ec278ca46864531600642c946.png""></figure>";2021-01-12 03:46:20;2021-01-12 03:46:20;;L;
5696;2486;8;9;<p>A car dealer buys a car for sh. 200000 and sells it for sh. 175000. What is his percentage loss?</p>;<p>12.5%</p>;;<p>125%</p>;;<p>87.5%</p>;;<p>12%</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/bdcbb78be37a11aa2557cd421988a6bee828396c.png""></figure>";2021-01-12 03:47:57;2021-01-12 03:47:57;;L;
5697;2486;8;9;"<p>A tourist, after his tour of Kenya, changed Ksh. 75000 at the bank into Sterling Pounds. If the exchange rate was Ksh 126 = UK£ 1 and the bank charged a commission of 5%. How much was the bank’s commission?</p>";<p>Sh.37.50</p>;;<p>Sh.4250</p>;;<p>Sh.42.50</p>;;<p>Sh.3750</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7642726cd3cb0c4709174624f4c2edfe1cb8e2df.png""></figure>";2021-01-12 03:51:28;2021-01-12 03:51:28;;L;
5698;2486;8;9;<p>A television set is selling at sh. 15000. Martin is offered a 4% discount for paying cash. How much does Martin pay for the TV?</p>;<p>Sh. 14400</p>;;<p>Sh. 144</p>;;<p>Sh.600</p>;;<p>Sh. 6000</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/9e0c4dae6e5acc5a26133b77a4077a49545171df.png""></figure>";2021-01-12 03:54:01;2021-01-12 03:54:01;;L;
5699;2486;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/8847fd2a6842678a21d3d501bb6d86f901e2c2dd.png""></figure>";<p>20759625</p>;;<p>207.60</p>;;<p>207596.25</p>;;<p>207586</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/a94e0357724d01a4f2525d0df926fa1a94c9db29.png""></figure>";2021-01-12 04:08:11;2021-01-12 04:08:11;;L;
5700;2486;8;9;"<p>A grocer bought three 90 kg bags of potatoes for sh. 1500 each. Before selling, 5% of the potatoes went bad and he was forced to sell the remaining at sh. 30 per kg. What was the profit?</p>";<p>Sh.31.95</p>;;<p>Sh.3195</p>;;<p>Sh.4500</p>;;<p>Sh.1500</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/17ae4832767ed1214e5c4948c824b4c9a7bc6baa.png""></figure>";2021-01-12 04:09:26;2021-01-12 04:09:26;;L;
5701;2488;8;9;"<p>In the figure below, find the size of angle marked 4y, and (10° + y)</p><figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/6abeddbd38fd9e16b93abf1d1d6619d282f91225.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c7ca3bdf77ac6b21aa1a5fd00b3661ea9520ebdb.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/3e3a5fda04a61aad8c76ac2abc777ee4caa4eb18.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/e9acdf1bef811e44e8deb234d5d89ef91246f816.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/569a7585b9d2689b759646997097d2a379284dcb.png""></figure>";;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/0c6048607d5776f706cc41deeb65d9c724d7709e.png""></figure>";2021-01-12 10:13:39;2021-01-12 10:13:39;;L;
5702;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f07c0c81fafc4d346e6cc0eb84543f7fe6421bdb.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/5f6b710f6886de2328a06c910e4809df5276d446.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/2dd2e872bf5d2519408b4f487a63782e53d0b654.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d1c608f696e745a16e29aae112998b450a16fdb4.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/954602abfdd91385a9457ed30111e50ea1af6ade.png""></figure>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/454e80802a1ddc881e6e09e48bc817b72867d172.png""></figure>";2021-01-12 10:23:54;2021-01-12 10:23:54;;L;
5703;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/1a5acc911624074fb74af5b09932d092abc8ccdc.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c3749ccf70aabdf61f4374f4ab1d436d982a5f0a.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/4dea4d6f88419308c3f40c3fc1eb6750409e2b45.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/37fe2ef62e2d6fe17c7d21ff6ca96fe1ea3a3802.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/b4565597fe4c1228e41805f79421a86cef98db2b.png""></figure>";;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/73ee9457d0906d51eadc9359f3d692f845fe1379.png""></figure>";2021-01-12 10:26:13;2021-01-12 10:26:13;;L;
5704;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/ed6fd9c46807f5cdba3c97bd3a6ee119b78622fb.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/ede99644466ebabb93590303eb1cc5c2a5d56f21.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/8aa33bda8dd545012dec9c4a70abbcfd4d19ab69.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d7c721c9be716d1979a098751661313901156c8e.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/735e9595355cecf32f494b3634df8926b31220d0.png""></figure>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/b28f01599096402658d08f4c9406197421bf3558.png""></figure>";2021-01-12 10:32:58;2021-01-12 10:32:58;;L;
5705;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/6fefbf60d242429acb6a28927d5f8886ac8856cd.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/49b74be92dce5b5d9a9697dc99b68705abfa04ba.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/1afdab61ec686bcc3eae2e6eca4f6026347f01ee.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/1127f64e63e4f70e5d78802700667e566dfbe033.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/11c243cd04b5582b263062767aa84b07452ac12a.png""></figure>";;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/26e76532e6ac1fe29ec329cf4d0dfee2b76f6c3a.png""></figure>";2021-01-12 10:37:16;2021-01-12 10:37:16;;L;
5706;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/4b8c4bfe270942fd003c518ae0d51045a1455c9e.png""></figure>";<p>13</p>;;<p>2</p>;;<p>12</p>;;<p>16</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/a6d85456663a641ef7a375a4d0a14f08290fc545.png""></figure>";2021-01-12 10:40:33;2021-01-12 10:40:33;;L;
5707;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d5d6962c176bfb03f5bc0773a3e4f61b15911df7.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/1523a376e0019be3860fca0ff8a63e5cb015ab2b.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7ffe1bfda55cb91c61a6630cc5f4ff8f1c645931.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/136f5e346d255ab3fbb20cbe0254332c7e667ed4.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f17db6668204e8d4594a40a7484b8dbcd91fb897.png""></figure>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7ef80eaeb5313b756af1e49dc65f422b258c0eaf.png""></figure>";2021-01-12 10:42:45;2021-01-12 10:42:45;;L;
5708;2488;8;9;<p>Find the size of interior angles of a regular polygon with 30 sides</p>;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/d6771b520f887b9184a26729e392b081c787995d.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/35b4dd423b94b133b7f3dc2e5a33b44e5850a811.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/71c7b4a6f07fbc175baf4f501bd2d9f94db0bc57.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/badd121590bc8c83d28aead1ae7d5720db2e931a.png""></figure>";;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/408336689741a2fc2af1c3a526827f8e158fba37.png""></figure>";2021-01-12 10:46:06;2021-01-12 10:46:06;;L;
5709;2488;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/b8187dffa9e1d189015039a3a75d7a04188b4ad4.png""></figure>";<p>72 sides</p>;;<p>5 sides</p>;;<p>6 sides</p>;;<p>8 sides</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c8ee1f96a08508b43a42b2bc7f5df81f31140850.png""></figure>";2021-01-12 10:50:53;2021-01-12 10:50:53;;L;
5710;2488;8;9;<p>The size of each interior angle of a regular polygon is five times given times the size of the exterior angle. Find the number of triangles that can be drawn from the vertex of the polygon.</p>;<p>12</p>;;<p>2</p>;;<p>14</p>;;<p>10</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/f065824a6474df60350bfbd3d5874b499a4f069f.png""></figure>";2021-01-12 10:59:52;2021-01-12 10:59:52;;L;
5711;2490;8;9;"<p>A scale is given in statement form as 1cm represents 10 km; write this scale in ratio form.</p>";<p>1:1000</p>;;<p>1:100</p>;;<p>1:10000</p>;;<p>1:100000</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/aa31d25b5cee9bcdb15a3795826a9a33145959b9.png""></figure>";2021-01-12 11:09:53;2021-01-12 11:09:53;;L;
5712;2490;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/5a8d0afe9cbfe39c49e4acff0db460b1b1d7fed5.png""></figure>";<p>1 cm represents 10000cm</p>;;<p>1 cm represents 10m</p>;;<p>1 : 10000</p>;;<p>1 cm represents 100m</p>;;4;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/73e02af514e0164a82258d35eff0c3da14c56fe1.png""></figure>";2021-01-12 11:14:17;2021-01-12 11:14:17;;L;
5713;2490;8;9;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/45f01d506da685a499e180ffc9a531e9879537c8.png""></figure>";"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/39d587fe72f2c60843dc6096a1d89d13bc118b68.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/e789ca17f6b3c932f4e15f22d19bc64daeed399e.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/a08bac5cac13bfdb5a87b11e88426a1200fb4f88.png""></figure>";;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/3aa7535e4402a7c53ed775171566e95e417b5616.png""></figure>";;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/b302d5a888d6223fee19ff9a80916a5d4a9580f3.png""></figure>";2021-01-12 11:19:33;2021-01-12 11:19:33;;L;
5714;2490;8;9;<p>A triangular plot measuring 200m by 180m by 300m is drawn on a map and measures 4cm by 3.6cm by 6cm respectively. Determine the scale used to draw the map.</p>;<p>1:500</p>;;<p>1:5000</p>;;<p>1:50000</p>;;<p>1:50</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/7aaf6b33de2cd9d765adc8d1a3168499be25bfdb.png""></figure>";2021-01-12 11:23:08;2021-01-12 11:23:08;;L;
5715;30;8;10;<p>Find the cube of 9?</p>;<p>9</p>;;<p>81</p>;;<p>729</p>;;<p>999</p>;;3;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/b252a5a25b178acc8b8fc78263847279d4eeb523.png""></figure>";2021-01-12 11:37:29;2021-01-12 11:37:29;;L;
5716;30;8;10;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c9230a49e47bbf8dd2f2e8e6ea7867c12eb6aa42.png""></figure>";<p>19.683</p>;;<p>7.29</p>;;<p>2.73</p>;;<p>19.63</p>;;1;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/26f2e6d3f1dbd4ee83f6ffc7d93d64e1fd1a693d.png""></figure>";2021-01-12 11:44:01;2021-01-12 11:44:01;;L;
5717;30;8;10;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/3194f8d3cfded6f075987bca3ff901adc466267e.png""></figure>";<p>2.89</p>;;<p>4.913</p>;;<p>777</p>;;<p>1.730</p>;;2;"<figure class=""image""><img src=""https://staging.angazaelimu.com/userfiles/c68651f8465922f8c19f49085a215410bbb41b0f.png""></figure>";2021-01-12 11:46:01;2021-01-12 11:46:01;;L;
